activity_id,announcement_date,donor,explanation,reporting_currency,measure,source_reported_value_EUR
CAM27,2024-07-11,Canada,"At a meeting of the NATO-Ukraine Council on July 11, 2024, the Prime Minister Trudeau announced that Canada will provide an additional military aid to Ukraine (Source 1). Another announcement by Minister of National Defense (Source 2)  detailed this new commitment further, revealing that Canada will provide an additional $500 million in military assistance as part of NATO’s pledge of long-term security assistance for Ukraine. This includes almost $444 million to Canada’s Department of National Defence to support the costs of military equipment, assistance, and training for Ukraine’s Armed Forces as well as over $56 million for the NATO Comprehensive Assistance Package (CAP) Trust Fund for Ukraine to help rebuild the Ukrainian security and defence sector and advance Ukraine’s transition toward full interoperability with NATO.  These funds will be provided in addition to military assistance that Canada has already pledged. ",CAD,Commitment,350000000.0
AUM24,2024-07-11,Australia,"Australia announced its largest single military assistance package, worth nearly $250 milion on July 11th, 2024. This package will include guided missiles and air defense missiles, anti-tank weapons, ammunition, and a shipment of boots.",AUD,Allocation,160000000.0
ATH20,2024-07-12,Austria,Österreichische Städtebund handed over 2 fully equipped fire engines to the local fire brigade.,USD,Allocation,744000.0
LTH16,2024-07-16,Lithuania,Lithuania to transfer over EUR 50 million worth of energy equipment to Ukraine.,EUR,Allocation,50000000.0
LVH20,2024-07-16,Latvia,"On 16 July, the Latvian Government approved a draft law, submitted by the Ministry of Foreign Affairs, ""On the allocation of financial resources from the State Budget Programme 'Contingency Fund'"", which aims to provide 100,000 euros in funding for Latvia's support for the functioning of Ukrainian medical institutions under war conditions.",EUR,Allocation,100000.0
UKM13,2024-07-19,United Kingdom,"On July 18, 2024, the UK Prime Minister's Office announced that at the bilateral meeting the following day, the UK and Ukraine are set to finalize a Defence Export Support Treaty, which will provide Ukraine with £3.5 billion in export finance to support its armed forces. This support is in addition to the £3 billion the UK has already pledged for 2024. After the meeting, a UK official source (Source 2) confirmed that the treaty was successfully concluded. Ukrainian sources (Source 3 and Source 4) confirmed the financial aid but reported the amount as £2 billion. Given the discrepancies in the reported amounts, we have used the higher figure of £3.5 billion in our report, following our upper-bound rule.",GBP,Commitment,4059999999.9999995
AUH12,2024-07-21,Australia,"When comparing the web archive of the ""Crisis Hub"" page on the Australian government website between July 15, 2024, and July 21, 2024, it is observed that the grant amount provided to the United Nations Partnership on the Rights of Persons with Disabilities (UNPRPD) was originally reported as 1 million on May 31, 2024, but was updated to 2 million. This suggests that an additional 1 million may have been allocated to UNPRPD by the Australian Government.",AUD,Allocation,640000.0
EIF12,2024-07-22,European Investment Bank,"The EIB Group plans new loans totalling EUR 450 million for Ukrainian energy investments including the reconstruction of hydropower plants and electricity grid infrastructure damaged by Russian attacks, as well as for the restoration of the district heating networks in Ukrainian cities.",EUR,Allocation,450000000.0
EIF14,2024-07-22,European Investment Bank,"the EIB Group approved three partial portfolio guarantees expected to generate over €110 million in new lending to Ukrainian micro, small and medium-sized enterprises through a trio of Ukrainian banks. The guarantees are due to be signed in the second half of 2024 with the corresponding banks and will support 550 Ukrainian companies, sustaining approximately 8,250 jobs.",EUR,Allocation,110000000.0
EIF13,2024-07-22,European Investment Bank,The EIB Group has allocated EUR 86 million in loans to Ukrenergo to build anti-drone sheltesr for power stations.,EUR,Allocation,86000000.0
EUF15,2024-07-26,EU (Commission and Council),"On July 26th, the EU Commission received and disbursed the first installment of windfall profits accumulated within Euroclear Belgium, one of the central securities depositories. These windfall profits are considered ""extraordinary profits"", in that they occur from the re-investment of frozen Russian assets within Council jurisdiction. Council regulations concern only CSDs holding reserves and assets from the Central Bank of Russia that are worth more than €1 million, where the obligation is for setting aside these amounts and reporting them to the Commission on the extraordinary revenues generated. Source of Aid 1 indicates both the size of the extraordinary profits transferred, as well as the fact that 90% of this contribution is for the European Peace Facility, while 10% is for the Ukraine Facility. We report here the Ukraine Facility component.",EUR,Allocation,150000000.0
CHH18,2024-08-01,Switzerland,"According to Source of Aid 1, by supporting the World Bank Health Enhancement and Lifesaving (HEAL) project, Switzerland contributes to alleviating the negative consequences of the war by restoring and improving access to essential healthcare - specifically services disrupted by the war - and by modernizing hospital care and support key health institutions. As a priority, HEAL addresses urgent needs for mental health and rehabilitation services. Switzerland will provide 10 million CHF by the end of 2024",CHF,Allocation,10200000.0
CHH17,2024-08-01,Switzerland,"According to Source of Aid 1, the project with the State Emergency Service of Ukraine (SESU) and Global Clearance Solutions (GCS) seeks to strengthen the mechanical demining capacities and capabilities of SESU to eneble them to carry out qualitative humanitarian demining. These needs are met by delivering, between 08/01/2024 and 07/31/2027, a comprehensive package consisting of three mechanical demining machines GCS-200. ",CHF,Allocation,4722600.0
JPH19,2024-08-02,Japan,"On August 2, 2024, Kuninori Matuda, Ambassador Extraordinary and Plenipotentiary to Ukraine and Nataliia Aliushyna, Head of the National Agency of Ukraine on Civil Service signed an agreement on the grant aid ""Scholarship Programme for Human Resources Development"" which is provided by Japan with a ceiling of 136 million yen.",JPY,Allocation,1020000.0
EEH20,2024-08-12,Estonia,"According to Source of Aid 1, the city of Tallinn sent 5 fully-equipped ambulances and medical equipment from the Tallinn Ambulance Service. The shipment includes 4 Mercedes-Benz Sprinter 319 and 1 Volkswagen Crafter ambulance. In addition to the 5 ambulances, the Tallin service is also sending medical equipment necessary for first aid, including electric aspirators, defibrillators, perfusors (devices for dosing and administering medication), and other tools, as well as scoop stretchers, carrying chairs, and vacuum mattresses. ",USD,Allocation,576600.0
IEH22,2024-08-22,Ireland,"According to Source 1 and 2, the Irish development agency Irish Aid is providing funding for 135 prefabricated homes through UNHCR. Source of Aid 1 further indicates that 5 have already been installed in Horenka village.",USD,Allocation,9592020.0
NZH11,2024-08-23,New Zealand,"On August 23, 2024, UN OCHA Ukraine announced on its X (formerly Twitter) that New Zealand had contributed USD 1.5 million to the Ukraine Humanitarian Fund (UHF) in 2024. Since we did not report any contributions from New Zealand to the UHF in 2024 in our previous entries, we report this as a new entry.",USD,Allocation,1395000.0
CAH32,2024-08-23,Canada,"On August 24, 2024, Minister of International Development announced that Canada will provide $10 million over 5 years to UNICEF for a project that helps support the reintegration of children as they return to Ukraine from neighbouring countries, including those who were displaced and illegally transferred to Russia.",CAD,Allocation,7000000.0
